"nSubmissionID","sItagID","dDateReviewed","sItagGovernanceType","sDecision","bConstraints","bActionItems","sContentType","sProductManufacturer","sProductName","dDateRequested","sTechnologyHostingModel","sApplicationHostingModel","sDeploymentType","sPurposeForEngagement","bNewITCapability","sITCapability","sBusinessCapability","bCurrentLicenses","sNumberOfUsers","bIntegrationRequired","sIntegrationMethod","bExternalDataSources","sDataObjectsInvolvedInIntegration","sSourceSystem","sTargetSystem","sProductNameWithManufacture","bOpenSource","nEstGaCost","nEstCapitalCost","sITClass","sITSponsor"
"154","AIGB035.2017","6/29/2017","Application","Approved","False","False","AIGB Application Review","General Electric","3D Facilities Modeling","6/12/2017","","Hybrid (Contains both cloud based and on premises components)","Production","Seeking Approval","False","","Engineering :: Well Construction :: Well Equip and Tie-In","","Not Known at this Time","True","","False","","","","General Electric | 3D Facilities Modeling","No","0.0000","0.0000","Engineering :: Well Construction","Cordeiro, Jody"
"158","AIGB036.2017","6/29/2017","Application","Approved","True","True","AIGB Application Review","Open Microscopy Environment","OMERO","6/26/2017","","On-Premises Hosted Application","Proof of Concept/Technology","Seeking Approval","False","","Geoscience :: Asset Exploration :: Basin Analysis","","Not Known at this Time","False","","False","","","","Open Microscopy Environment | OMERO","Yes","0.0000","5000","Geoscience :: Asset Exploration","Wilkinson, Steve"
"159","TGB025.2017","7/20/2017","Technology","Approved","False","False","TGB Technology Review","Genetec Inc.","Security Center - Synergis and Sipelia","7/6/2017","On-Premises Infrastructure","","Production","Seeking Approval","False","Digital Security :: Identity & Access Management","","","","False","","False","","","","Genetec Inc. | Security Center - Synergis and Sipelia","No","22000","107000","Digital Security :: Identity & Access Management","Graham, Nate"
"161","TGB026.2017","7/20/2017","Technology","Approved","True","False","TGB Technology Review","Phantom ","Security Automation and Orchestration (SA&O) Platform ","7/10/2017","Hybrid (Contains both cloud based and on premises components)","","Production","Seeking Approval","False","Digital Security","","","","False","","False","","","","Phantom  | Security Automation and Orchestration (SA&O) Platform ","No","105000","0.0000","Digital Security","Graham, Nate"
"157","AIGB037.2017","7/13/2017","Application","Approved","True","True","AIGB Application Review","Agile","FleetCommander","6/20/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Corporate :: Corporate Operations :: Office Services","","Greater than 50","True","","False","","","","Agile | FleetCommander","No","12000","35000","Corporate :: Corporate Operations","Dolezal, Greg"
"163","TGB027.2017","8/3/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Surface Hub 55" & 84"","7/17/2017","Hybrid (Contains both cloud based and on premises components)","","Proof of Concept/Technology","Seeking Approval","True","End User Computing :: Endpoint Computing :: Conference Room Management :: Presentation Projection","","","","False","","False","","","","Microsoft | Surface Hub 55" & 84"","No","0.0000","21000","End User Computing :: Endpoint Computing","Hughes, Kim"
"168","TGB028.2017","8/3/2017","Technology","Approved","True","False","TGB Technology Review","Elastic","Beats Log Collectors","7/19/2017","On-Premises Digital Security","","Production","Seeking Approval","False","Middleware & Platform :: Integration & Data Management :: Application Integration :: Message Queing","","","","False","","False","","","","Elastic | Beats Log Collectors","Yes","0.0000","0.0000","Middleware & Platform :: Integration & Data Management","Taylor, Stephen"
"167","TGB028.2017","8/3/2017","Technology","Approved","True","False","TGB Technology Review","Elastic","Kibana","7/19/2017","Cloud Hosted Platform as a Service (PaaS)","","Production","Seeking Approval","False","Infrastructure :: Infrastructure Management :: Monitoring & Event Correlation","","","","False","","False","","","","Elastic | Kibana","Yes","0.0000","0.0000","Infrastructure :: Infrastructure Management","Taylor, Stephen"
"166","TGB028.2017","8/3/2017","Technology","Approved","True","False","TGB Technology Review","ELastic","Logstash","7/19/2017","Hybrid (Contains both cloud based and on premises components)","","Production","Seeking Approval","False","Infrastructure :: Infrastructure Management :: Monitoring & Event Correlation","","","","False","","False","","","","ELastic | Logstash","Yes","0.0000","0.0000","Infrastructure :: Infrastructure Management","Taylor, Stephen"
"173","TGB029.2017","8/31/2017","Technology","Approved","True","False","TGB Technology Review","Redis","Redis Cache","8/17/2017","Cloud Hosted Platform as a Service (PaaS)","","Pilot (Small Production Sample)","Seeking Approval","False","Middleware & Platform :: Database Management :: Key-Value Database Management","","","","False","","False","","","","Redis | Redis Cache","Yes","14000","0.0000","Middleware & Platform :: Database Management","Taylor, Stephen"
"164","AIGB038.2017","7/20/2017","Application","Approved","False","False","AIGB Application Review","Innovatia","Procedure Accelerator","7/18/2017","","Cloud Hosted Software as a Service (SaaS)","Pilot (Small Production Sample)","Raise Awareness","False","","Environment, Health and Safety","","Greater than 50","False","","False","","","","Innovatia | Procedure Accelerator","No","65000","95000","Environment, Health and Safety","Dolezal, Greg"
"171","AIGB039.2017","9/7/2017","Integration","Approved","False","False","AIGB Integration Review","","","8/8/2017","","","Production","Seeking Approval","False","","","","","False","Services Based (REST/OData/ODBC Through Gateway)","True","Operations :: Production Operation;Supply Chain :: Logistics","PI AF","Ryder scheduling tool","Interface |  PI AF <> Ryder scheduling tool","No","0.0000","0.0000","Integration","Manek, Ben"
"174","TGB031.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure Cosmos DB","8/17/2017","Cloud Hosted Platform as a Service (PaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Database Management :: Key-Value Database Management","","","","False","","False","","","","Microsoft | Azure Cosmos DB","No","0.0000","0.0000","Middleware & Platform :: Database Management","Taylor, Stephen"
"176","TGB031.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure HDInsight","8/25/2017","Cloud Hosted Platform as a Service (PaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Distributed Compute Platforms :: Distributed Computation","","","","False","","False","","","","Microsoft | Azure HDInsight","Yes","150000","0.0000","Middleware & Platform :: Distributed Compute Platforms","Taylor, Stephen"
"177","TGB031.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure SQL Server Data Warehouse","8/25/2017","Cloud Hosted Platform as a Service (PaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Database Management :: Relational Database Management","","","","False","","False","","","","Microsoft | Azure SQL Server Data Warehouse","No","50000","0.0000","Middleware & Platform :: Database Management","Taylor, Stephen"
"178","TGB031.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure Analysis Services","8/25/2017","Cloud Hosted Platform as a Service (PaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Database Management :: Relational Database Management","","","","False","","False","","","","Microsoft | Azure Analysis Services","No","40000","0.0000","Middleware & Platform :: Database Management","Taylor, Stephen"
"59","TGB031.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure Data Lake Store","2/4/2017","Cloud Hosted Platform as a Service (PaaS)","","Proof of Concept/Technology","Seeking Approval","False","Middleware & Platform :: Integration & Data Management :: Data Management","","","","False","","False","","","","Microsoft | Azure Data Lake Store","No","0.0000","0.0000","Middleware & Platform :: Integration & Data Management","Taylor, Stephen"
"181","TGB031.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure Machine Learning Studio","8/25/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","False","Information Delivery :: Reporting & Analytics :: Machine Learning","","","","False","","False","","","","Microsoft | Azure Machine Learning Studio","No","6000","0.0000","Information Delivery :: Reporting & Analytics","Taylor, Stephen"
"179","TGB030.2017","9/14/2017","Technology","Approved","True","False","TGB Technology Review","Waterline Data","Data Catalog","8/25/2017","Cloud Hosted Platform as a Service (PaaS)","","Proof of Concept/Technology","Seeking Approval","True","Information Delivery :: Reporting & Analytics","","","","False","","False","","","","Waterline Data | Data Catalog","No","0.0000","0.0000","Information Delivery :: Reporting & Analytics","Taylor, Stephen"
"184","TGB032.2017","9/14/2017","Technology","Approved","False","False","TGB Technology Review","UiPath","UiPath 2017.1","9/7/2017","Cloud Hosted Infrastructure as a Service (IaaS)","","Production","Raise Awareness","True","Middleware & Platform :: Automation & Orchestration :: Automation","","","","False","","False","","","","UiPath | UiPath 2017.1","No","500000","0.0000","Middleware & Platform :: Automation & Orchestration","Nicolotti, Daniel"
"182","TGB033.2017","9/28/2017","Technology","Approved","False","False","TGB Technology Review","DomainTools","Iris Investigation Platform, API","8/29/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","True","Digital Security :: Detective Security :: Network Based Forensics :: Security Information & Event Management","","","","False","","False","","","","DomainTools | Iris Investigation Platform, API","No","95000","0.0000","Digital Security :: Detective Security","Graham, Nate"
"197","TGB034.2017","9/28/2017","Technology","Approved","False","False","TGB Technology Review","MISP-PROJECT","MISP (Threat Intelligence sharing Platform)","9/27/2017","On-Premises Digital Security","","Pilot (Small Production Sample)","Seeking Approval","True","Digital Security :: Detective Security :: Host Based Forensics :: Raw Data Analytics","","","","False","","False","","","","MISP-PROJECT | MISP (Threat Intelligence sharing Platform)","Yes","0.0000","0.0000","Digital Security :: Detective Security","Graham, Nate"
"189","TGB035.2017","9/28/2017","Technology","Approved","False","False","TGB Technology Review","ManagedIQ.org","ManagedIQ","9/11/2017","Hybrid (Contains both cloud based and on premises components)","","Production","Seeking Approval","True","Infrastructure :: Infrastructure Management :: Cloud Management Platform","","","","False","","False","","","","ManagedIQ.org | ManagedIQ","Yes","12000","0.0000","Infrastructure :: Infrastructure Management","Whitley, Brad"
"161","TGB036.2017","9/28/2017","Technology","Approved","False","False","TGB Technology Review","Phantom ","Security Automation and Orchestration (SA&O) Platform ","7/10/2017","Hybrid (Contains both cloud based and on premises components)","","Production","Seeking Approval","False","Digital Security","","","","False","","False","","","","Phantom  | Security Automation and Orchestration (SA&O) Platform ","No","105000","0.0000","Digital Security","Graham, Nate"
"194","AIGB040.2017","10/5/2017","Application","Pending (Upon Completion of Action Items)","False","True","AIGB Application Review","Microsoft","Azure Cloudyn","9/21/2017","","Cloud Hosted Software as a Service (SaaS)","Proof of Concept/Technology","Seeking Approval","False","","Finance and Accounting :: Finance And Accounting Controls Management","","Less than  25","True","","False","","","","Microsoft | Azure Cloudyn","No","0.0000","0.0000","Finance and Accounting :: Finance And Accounting Controls Management","Whitley, Brad"
"187","AIGB041.2017","10/5/2017","Application","Approved","False","False","AIGB Application Review","Microsoft","Azure Bot Services","9/11/2017","","Cloud Hosted Software as a Service (SaaS)","Pilot (Small Production Sample)","Seeking Approval","False","","Automation","","Less than  25","False","","False","","","","Microsoft | Azure Bot Services","No","2000","0.0000","Automation","Taylor, Stephen"
"196","AIGB042.2017","10/5/2017","Application","Approved","False","False","AIGB Application Review","WorkForce Software LLC","Workforce Time Attendance Advanced Scheduler","9/26/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Human Resources :: Employee Management","","Greater than 50","True","Managed ETL (Batch Extract, Transform, and Load)","False","Human Resources :: Payroll;Human Resources :: Worker Time","","","WorkForce Software LLC | Workforce Time Attendance Advanced Scheduler","No","139000","900000","Human Resources :: Employee Management","Nicolotti, Daniel"
"183","TGB037.2017","10/12/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","Azure Machine Learning Workbench","8/31/2017","Cloud Hosted Software as a Service (SaaS)","","Proof of Concept/Technology","Seeking Approval","False","Information Delivery :: Reporting & Analytics :: Analytics","","","","False","","False","","","","Microsoft | Azure Machine Learning Workbench","No","60000","0.0000","Information Delivery :: Reporting & Analytics","Taylor, Stephen"
"202","TGB038.2017","10/12/2017","Technology","Approved","False","False","TGB Technology Review","Yod Labs","Tags Manager (VSTS extension)","10/2/2017","Cloud Hosted Software as a Service (SaaS)","","Pilot (Small Production Sample)","Seeking Approval","True","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Development Work Items & Planning","","","","False","","False","","","","Yod Labs | Tags Manager (VSTS extension)","Yes","0.0000","0.0000","Middleware & Platform :: Application Platform Services","Taylor, Stephen"
"201","TGB039.2017","10/12/2017","Technology","Approved","False","False","TGB Technology Review","Guillaume Rouchon","Replace Tokens (VSTS plugin)","10/2/2017","Cloud Hosted Software as a Service (SaaS)","","Pilot (Small Production Sample)","Seeking Approval","False","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Application Build & Test","","","","False","","False","","","","Guillaume Rouchon | Replace Tokens (VSTS plugin)","Yes","0.0000","0.0000","Middleware & Platform :: Application Platform Services","Taylor, Stephen"
"195","TGB040.2017","10/12/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","VSTS Maven Package Management","9/21/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Application Build & Test","","","","False","","False","","","","Microsoft | VSTS Maven Package Management","No","1200","1200","Middleware & Platform :: Application Platform Services","Taylor, Stephen"
"203","TGB041.2017","10/26/2017","Technology","Approved","False","False","TGB Technology Review","Cloudberry","Drive","10/2/2017","On-Premises Infrastructure","","Production","Seeking Approval","False","Infrastructure :: Storage :: Network Attached Storage (NAS) :: Network Filesystem Namespace Virtualization","","","","False","","False","","","","Cloudberry | Drive","No","480","0.0000","Infrastructure :: Storage","Whitley, Brad"
"206","TGB042.2017","10/26/2017","Technology","Approved","True","False","TGB Technology Review","Apache Foundation","ActiveMQ","10/16/2017","Cloud Hosted Infrastructure as a Service (IaaS)","","Pilot (Small Production Sample)","Seeking Approval","True","Information Delivery :: Reporting & Analytics :: Business Activity Monitoring","","","","False","","False","","","","Apache Foundation | ActiveMQ","Yes","0.0000","0.0000","Information Delivery :: Reporting & Analytics","Manek, Ben"
"185","TGB044.2017","10/12/2017","Technology","No Decision (ITAG Informed Only)","False","False","TGB Technology Review","Docker Inc","Docker","9/8/2017","Cloud Hosted Infrastructure as a Service (IaaS)","","Pilot (Small Production Sample)","Seeking Approval","True","Infrastructure :: Infrastructure Management :: Virtual Infrastructure Management","","","","False","","False","","","","Docker Inc | Docker","No","0.0000","0.0000","Infrastructure :: Infrastructure Management","Taylor, Stephen"
"213","AIGB043.2017","11/2/2017","Application","Approved","False","False","AIGB Application Review","Geo Jobe GIS Consulting","Geo Jobe Admin Tools for Portal 1.0.13","10/30/2017","","On-Premises Hosted Application","Production","Seeking Approval","False","","Enterprise :: Data and Information Management :: Spatial Data Management","","Less than  25","False","","False","","","","Geo Jobe GIS Consulting | Geo Jobe Admin Tools for Portal 1.0.13","No","4000","0.0000","Enterprise :: Data and Information Management","Keenze, Jon"
"211","AIGB044.2017","11/2/2017","Application","Approved","False","False","AIGB Application Review","Microsoft","Office 365 To-Do","10/23/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Enterprise","","Greater than 50","False","","False","","","","Microsoft | Office 365 To-Do","No","0.0000","0.0000","Enterprise","Graham, Nate"
"205","AIGB045.2017","11/2/2017","Application","Approved","False","False","AIGB Application Review","Lloyd's Register","Interactive Petrophysics 4.4 (IP)","10/2/2017","","On-Premises Hosted Application","Proof of Concept/Technology","Raise Awareness","False","","Engineering :: Reservoir Characterization","","Less than  25","True","","False","","","","Lloyd's Register | Interactive Petrophysics 4.4 (IP)","No","50000","0.0000","Engineering :: Reservoir Characterization","Wilkinson, Steve"
"204","AIGB046.2017","11/2/2017","Application","Approved","False","False","AIGB Application Review","Cambium","cnMaestro","10/16/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Information Technology","","Less than  25","False","","False","","","","Cambium | cnMaestro","No","0.0000","0.0000","Information Technology","Manek, Ben"
"200","AIGB047.2017","11/2/2017","Application","Approved","False","False","AIGB Application Review","Atmos International","Atmos Pipe","9/29/2017","","On-Premises Hosted Application","Pilot (Small Production Sample)","Raise Awareness","False","","Operations :: Production Wells and Facilities Operations :: Production System Configuration","","Less than  25","True","","False","","","","Atmos International | Atmos Pipe","No","30000","150000","Operations :: Production Wells and Facilities Operations","Manek, Ben"
"199","AIGB048.2018","11/2/2017","Application","Approved","False","False","AIGB Application Review","Inductive Automation","Ignition","9/29/2017","","On-Premises Hosted Application","Pilot (Small Production Sample)","Raise Awareness","False","","Operations :: Production Wells and Facilities Operations :: Production System Configuration","","Less than  25","True","","False","","","","Inductive Automation | Ignition","No","4000","22000","Operations :: Production Wells and Facilities Operations","Manek, Ben"
"214","TGB045.2017","11/9/2017","Technology","Approved","False","True","TGB Technology Review","BA Insight","SmartHub","11/1/2017","Cloud Hosted Platform as a Service (PaaS)","","Pilot (Small Production Sample)","Seeking Approval","True","Information Delivery :: Content Delivery :: Search :: Search Index Federation","","","","False","","False","","","","BA Insight | SmartHub","No","135000","0.0000","Information Delivery :: Content Delivery","Wempe, Joe"
"215","TGB046.2017","11/9/2017","Technology","Approved","False","False","TGB Technology Review","OpenIT","OpenIT","11/6/2017","Hybrid (Contains both cloud based and on premises components)","","Proof of Concept/Technology","Seeking Approval","True","Information Delivery :: Reporting & Analytics :: Reporting","","","","False","","False","","","","OpenIT | OpenIT","No","275000","0.0000","Information Delivery :: Reporting & Analytics","Wilkinson, Steve"
"221","TGB047.2017","11/16/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","(Visual Studio Team Services Extention) Estimate","11/17/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","True","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Development Work Items & Planning","","","","False","","False","","","","Microsoft | (Visual Studio Team Services Extention) Estimate","No","0.0000","0.0000","Middleware & Platform :: Application Platform Services","Taylor, Stephen"
"222","TGB048.2017","11/16/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","(Visual Studio Team Services Extention) Work Item Visualizer","11/17/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Development Work Items & Planning","","","","False","","False","","","","Microsoft | (Visual Studio Team Services Extention) Work Item Visualizer","No","0.0000","0.0000","Middleware & Platform :: Application Platform Services","Taylor, Stephen"
"223","TGB049.2017","11/16/2017","Technology","Approved","False","False","TGB Technology Review","Microsoft","(Visual Studio Team Services Extention) Delivery Plans","11/17/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Development Work Items & Planning","","","","False","","False","","","","Microsoft | (Visual Studio Team Services Extention) Delivery Plans","No","0.0000","0.0000","Middleware & Platform :: Application Platform Services","Taylor, Stephen"
"154","AIGB049.2017","11/16/2017","Application","Approved","False","False","AIGB Application Review","General Electric","3D Facilities Modeling","6/12/2017","","Hybrid (Contains both cloud based and on premises components)","Production","Seeking Approval","False","","Engineering :: Well Construction :: Well Equip and Tie-In","","Not Known at this Time","True","","False","","","","General Electric | 3D Facilities Modeling","No","0.0000","0.0000","Engineering :: Well Construction","Cordeiro, Jody"
"212","AIGB050.2017","11/16/2017","Application","Approved","False","False","AIGB Application Review","TRC Consultants","PHD Win","10/24/2017","","On-Premises Hosted Application","Production","Seeking Approval","False","","Engineering :: Reservoir Characterization :: Reservoir Financial Evaluation","","Less than  25","True","","False","","","","TRC Consultants | PHD Win","No","0.0000","0.0000","Engineering :: Reservoir Characterization","Wilkinson, Steve"
"207","AIGB051.2017","11/16/2017","Application","Approved","False","True","AIGB Application Review","Enthought Inc.","Real-Time Completions Monitoring","10/16/2017","","On-Premises Hosted Application","Proof of Concept/Technology","Raise Awareness","False","","Engineering :: Well Construction :: Well Completion;Geoscience :: Asset Exploration :: Seismic Modeling","","Not Known at this Time","True","","False","","","","Enthought Inc. | Real-Time Completions Monitoring","No","0.0000","0.0000","Engineering :: Well Construction","Wilkinson, Steve"
"157","AIGB052.2017","11/30/2017","Application","Approved","False","True","AIGB Application Review","Agile","FleetCommander","6/20/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Corporate :: Corporate Operations :: Office Services","","Greater than 50","True","","False","","","","Agile | FleetCommander","No","12000","35000","Corporate :: Corporate Operations","Dolezal, Greg"
"209","AIGB053.2017","11/30/2017","Application","Approved","False","False","AIGB Application Review","Microsoft","Azure Cost Management","10/23/2017","","Cloud Hosted Software as a Service (SaaS)","Pilot (Small Production Sample)","Seeking Approval","False","","Enterprise :: Project and Program Management :: Cost Control","","Less than  25","False","","False","","","","Microsoft | Azure Cost Management","No","0.0000","0.0000","Enterprise :: Project and Program Management","Whitley, Brad"
"216","AIGB054.2017","11/30/2017","Application","Approved","False","False","AIGB Application Review","Mewbourne Oil Company","Portable Briefcase","11/7/2017","","On-Premises Hosted Application","Production","Raise Awareness","False","","Legal :: Audit :: Internal Audit;Enterprise :: Data and Information Management","","Less than  25","False","","False","","","","Mewbourne Oil Company | Portable Briefcase","No","0.0000","0.0000","Legal :: Audit","Nicolotti, Daniel"
"224","AIGB054.2017","11/30/2017","Application","Approved","False","False","AIGB Application Review","SAP","Concur Travel and Expense","11/21/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Finance and Accounting :: Accounts Payable and Receivable","","Greater than 50","True","","False","","","","SAP | Concur Travel and Expense","No","120000","0.0000","Finance and Accounting :: Accounts Payable and Receivable","Nicolotti, Daniel"
"219","TGB050.2017","12/7/2017","Technology","Approved","True","False","TGB Technology Review","Microsoft","PowerApps","11/14/2017","Cloud Hosted Software as a Service (SaaS)","","Production","Seeking Approval","False","Middleware & Platform :: Application Platform Services :: Application Development Lifecycle Management :: Integrated Development Environments (IDE)","","","","False","","False","","","","Microsoft | PowerApps","No","0.0000","0.0000","Middleware & Platform :: Application Platform Services","Wempe, Joe"
"226","TGB051.2017","12/7/2017","Technology","Approved","False","True","TGB Technology Review","Biscom","Biscom Fax","11/27/2017","Cloud Hosted Platform as a Service (PaaS)","","Production","Raise Awareness","False","End User Computing :: Messaging :: Electronic Fascimile","","","","False","","False","","","","Biscom | Biscom Fax","No","2322","12825","End User Computing :: Messaging","Graham, Nate"
"217","AIGB055.2017","12/14/2017","Application","Approved","False","False","TGB Technology Review","Veriforce","VeriSourceTM OQ Compliance Management  Contractor OQ","11/9/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Raise Awareness","False","","Environment, Health and Safety :: EHS Program Management;Environment, Health and Safety :: EHS Impact Management :: EHS Remediation Management","","Between 25 and 50","False","","False","","","","Veriforce | VeriSourceTM OQ Compliance Management  Contractor OQ","No","0.0000","0.0000","Environment, Health and Safety :: EHS Program Management;Environment, Health and Safety","Dolezal, Greg"
"218","AIGG056.2017","12/14/2017","Application","Approved","False","False","TGB Technology Review","Rogii","StarSteer","11/9/2017","","On-Premises Hosted Application","Proof of Concept/Technology","Raise Awareness","False","","Engineering;Geoscience","","Between 25 and 50","True","","False","","","","Rogii | StarSteer","No","0.0000","0.0000","Engineering;Geoscience","Cordeiro, Jody"
"230","AIGB056.2017","12/14/2017","Application","Approved","False","False","TGB Technology Review","AuditBoard","SOXHUB","11/29/2017","","Cloud Hosted Software as a Service (SaaS)","Production","Seeking Approval","False","","Finance and Accounting;Finance and Accounting :: Finance And Accounting Controls Management","","Less than  25","False","","False","","","","AuditBoard | SOXHUB","No","35000","0.0000","Finance and Accounting;Finance and Accounting :: Finance And Accounting Controls Management","Nicolotti, Daniel"
"231","AIGB057.2017","12/14/2017","Application","Approved","False","False","TGB Technology Review","Deloitte","Tax Portal","11/30/2017","","On-Premises Hosted Application","Production","Seeking Approval","False","","Finance and Accounting :: Tax Management;Finance and Accounting :: Tax Management :: Tax Management and Reporting","","Between 25 and 50","False","","False","","","","Deloitte | Tax Portal","No","0.0000","300000","Finance and Accounting :: Tax Management;Finance and Accounting","Nicolotti, Daniel"
"235","AIGB001.2018","1/11/2018","Application","Approved","False","False","AIGB Application Review","Prometheus Group","Web Visualizer","12/8/2017","","On-Premises Hosted Application","Production","Seeking Approval","False","","Enterprise :: Reporting and Analytics","","Less than  25","True","","False","","","","Prometheus Group | Web Visualizer","No","0.0000","150000","Enterprise :: Reporting and Analytics","Dolezal, Greg"
"234","AIGB002.2018","1/11/2018","Application","Approved","False","False","AIGB Application Review","Prometheus Group","Mobile MDS (Master Data Solution)","12/8/2017","","On-Premises Hosted Application","Production","Seeking Approval","False","","Operations","","Greater than 50","True","","False","","","","Prometheus Group | Mobile MDS (Master Data Solution)","No","0.0000","360000","Operations","Dolezal, Greg"
"233","AIGB003.2018","1/11/2018","Application","Approved","False","False","AIGB Application Review","Hexagon PPM","Integraph Ceasar II","12/7/2017","","On-Premises Hosted Application","Proof of Concept/Technology","Seeking Approval","False","","Operations","","Less than  25","False","","False","","","","Hexagon PPM | Integraph Ceasar II","No","1700","0.0000","Operations","Manek, Ben"
"232","AIGB004.2018","1/11/2018","Application","Approved","False","False","AIGB Application Review","HydroSOLVE, Inc.","AQTESOLV Pro","12/6/2017","","Hybrid (Contains both cloud based and on premises components)","Production","Seeking Approval","False","","Geoscience","","Less than  25","False","","False","","","","HydroSOLVE, Inc. | AQTESOLV Pro","No","1500","1500","Geoscience","Wilkinson, Steve"
